#,Name,Age,Level,Team,Pos,Avg Rank,Coverage,BaGS,FScore,PG+,PLFR,OOPSY Peak,PARS,P.Tilt
"2217","Grant Burleson","23","A","HOU","","","1","","","","","1555","",""
"2218","T.J. Fondtain","25","AA","TBR","","1555.6","4","","1454","","1233","2256","","1280"
"2219","Gabe Tanner","24","A","CHW","","1556.0","5","897","","","1193","3356","733","1601"
"2220","Joe Ruzicka","22","A","DET","","","1","","","","","1556","",""
"2221","Kendy Richard","21","A","ATL","","1559.3","7","896","1908","644","1239","3514","898","1816"
"2222","Carson Skipper","26","AAA","COL","","","2","","1772","","","1347","",""
"2223","Edgar Sanchez","25","AA","ATH","","","2","","1131","","","1991","",""
"2224","Cesar Sanchez","20","CPX","LAD","","","1","","","","","1562","",""
"2225","Jawilme Ramirez","24","AAA","STL","","1562.1","4","","1113","","1283","2644","","1209"
"2226","Alaska Abney","26","AA","CLE","","1563.3","4","","1549","","1347","2005","","1352"
"2227","Keisther Castillo","18","CPX","KCR","","","2","","","","","2210","","917"
"2228","Grant Shepardson","20","A","MIA","","","1","","","","","1564","",""
"2229","Michael Prosecky","25","AA","COL","","","2","","1468","","","1662","",""
"2230","Lan-Hong Su","19","A","SDP","","","2","","","","","2224","906",""
"2231","Garrett Burhenn","26","AA","DET","","","2","","1289","","","1846","",""
"2232","JJ Goss","25","AA","ATH","","1567.5","5","","1830","785","1296","2186","","1741"
"2233","Tanner Bauman","24","AA","NYY","","1567.8","3","","1357","","847","2500","",""
"2234","Kerrington Cross","24","A","SDP","","","1","","","","","1569","",""
"2235","Justin Henschel","22","A","CIN","","1570.0","6","961","","872","1255","3682","816","1834"
"2236","Yanzel Correa","21","A","COL","","1572.6","4","","1642","","795","3142","","712"
"2237","Cole Hillier","25","AA","SFG","","1572.8","4","","979","","1269","2940","","1103"
"2238","Braeden Fausnaught","26","AA","PHI","","","2","","1405","","","1742","",""
"2239","Parker Seay","25","A","NYY","","1573.3","3","","","","1230","2429","","1061"
"2240","Victor Zarraga","22","A","CHC","","1574.0","6","1042","","873","1421","3300","888","1920"
"2241","Dylan Howard","23","A+","HOU","","1574.6","7","993","2063","835","1231","3191","966","1743"
"2242","Spencer Adams","30","AAA","TEX","","","1","","","","","1575","",""
"2243","Angel Beltran","18","CPX","ARI","","","1","","","","","1577","",""
"2244","Ocean Gabonia","24","A+","NYY","","","2","","326","","","2829","",""
"2245","Bryce McGowan","26","AAA","COL","","","2","","608","","","2548","",""
"2246","Jan Caraballo","22","A","DET","","1580.3","3","","","","852","2963","","926"
"2247","Chris Sargent","25","AA","SDP","","","1","","","","","1581","",""
"2248","Draven Zeigler","25","A+","PIT","","1582.7","3","","","","1175","2845","","728"
"2249","T.J. Sikkema","27","AAA","BOS","","","2","","1667","","","1499","",""
"2250","Zander Mueth","21","A","PIT","","1584.1","5","1061","2001","","1414","2685","760",""
"2251","Jack Young","24","AAA","CHW","","1584.6","4","","1436","","1133","2320","","1450"
"2252","Juan Ortega","20","A","BAL","","","2","","","","1624","1546","",""
"2253","Parker Dunshee","31","MLB","ATL","","","2","","1264","","","1909","",""
"2254","Drew Christo","23","A+","ATL","","1587.7","3","","","","1097","2300","","1366"
"2255","Adolfo Oviedo","21","A+","PIT","","1588.4","4","","1454","","1056","3060","","784"
"2256","Liam Best","22","A","STL","","1589.0","3","","","","1183","2553","","1031"
"2257","Johnfrank Salazar","22","A+","STL","","","1","","","","","1590","",""
"2258","Nick Margevicius","30","MLB","SFG","","","2","","2027","","","1154","",""
"2259","Javi Torres","21","A","CLE","","1591.3","3","","","","1420","2603","","751"
"2260","Carlos Jimenez","23","A+","PIT","","","2","","440","","","2744","",""
"2261","Andy Fabian","23","A","BAL","","","1","","","","","1593","",""
"2262","Levi Huesman","22","A","WSN","","1593.0","3","","","","957","2516","","1306"
"2263","Nick Nastrini","26","MLB","LAD","","","2","","1042","","","2145","",""
"2264","Nick Pinto","26","A","CHW","","","1","","","","","1594","",""
"2265","Emaarion Boyd","22","A+","MIA","","","1","","","","","1595","",""
"2266","Gage Miller","23","A+","MIA","","","1","","","","","1596","",""
"2267","Ricardo Yan","23","A+","ARI","","1596.7","5","727","1557","","1394","2612","","1694"
"2268","Yaiker Torrelles","19","CPX","WSN","","","1","","","","","1597","",""
"2269","Maikel Miralles","21","AAA","SDP","","1598.4","7","1071","1933","889","1350","3120","905","1921"
"2270","Daniel Wright","24","A","CHW","","","2","","","","798","2400","",""
"2271","Thomas Bruss","27","A+","DET","","","2","","785","","","2416","",""
"2272","Jesus Escobar","20","A","ARI","","1600.7","6","1033","","741","1272","3823","860","1875"
"2273","Jonathan Rosario","19","A","MIA","","","2","","","","","1667","","1537"
"2274","Angelo Ladera","19","CPX","BOS","","","2","","","","","1740","","1466"
"2275","Murphy Stehly","27","AA","WSN","","","1","","","","","1604","",""
"2276","Blake Larson","20","CPX","CHW","","","1","","","","","1606","",""
"2277","Alex Madera","25","AA","CHC","","","2","","","","1602","1611","",""
"2278","Chase Allsup","23","A+","BAL","","","2","","810","","","2403","",""
"2279","Yohander Linarez","21","A","BOS","","","1","","","","","1607","",""
"2280","David Leal","29","AAA","OAK","","","2","","1411","","","1804","",""
"2281","Jason Savacool","24","AAA","STL","","1607.6","4","","1297","","1162","2218","","1754"
"2282","Ryan Schiefer","22","A","CHW","","1607.7","3","","","","987","3117","","719"
"2283","Ray Cebulski","23","A","SEA","","1608.3","3","","","","1168","2646","","1011"
"2284","Marquis Grissom Jr.","24","AAA","WSN","","1608.8","3","","772","","1243","2812","",""
"2285","Alain Pena","23","A+","HOU","","1610.0","7","907","2131","824","1369","3429","966","1644"
"2286","Raudelis Martinez","24","AA","BOS","","","2","","","","1619","1601","",""
"2287","Jaitoine Kelly","19","A","ARI","","","2","","","","","2324","899",""
"2288","Luis Contreras","30","MLB","HOU","","","2","","1021","","","2202","",""
"2289","Sam Thoresen","27","AA","CHC","","","2","","785","","","2443","",""
"2290","Inmer Lobo","22","A+","PIT","","1615.3","3","","1196","","1227","2423","",""
"2291","Gensi Angeles","18","CPX","ATL","","","2","","","","","2227","","1004"
"2292","Cal Stark","23","A+","TEX","","","1","","","","","1616","",""
"2293","Luke Young","24","AAA","WSN","","1617.3","4","","1706","","1214","2880","","669"
"2294","Evan Justice","27","MLB","COL","","","2","","1071","","","2168","",""
"2295","Bernard Jose","23","AA","SDP","","1620.8","4","","1161","","1302","2667","","1353"
"2296","Dane Acker","27","AAA","TEX","","","2","","1630","","","1612","",""
"2297","Ryan Harvey","25","AA","DET","","1621.0","4","","1865","","1223","2726","","670"
"2298","Seth Shuman","28","AAA","WSN","","1621.0","3","","1531","","","2219","","1113"
"2299","Hunter Parsons","29","AAA","NYM","","","1","","","","","1622","",""
"2300","Jonah Conradt","21","A","WSN","","","2","","","","","2391","853",""
"2301","Ben Abeldt","22","CPX","TEX","","","2","","","","","2411","","834"
"2302","Diego Flores","19","CPX","NYY","","","1","","","","","1623","",""
"2303","Tristan Stevens","28","AAA","MIA","","","2","","1580","","","1668","",""
"2304","Alvaro Mejias","22","A","TBR","","","1","","","","","1624","",""
"2305","Jack Moroknek","23","A","WSN","","","2","","","","1607","1643","",""
"2306","Santiago Almao","18","CPX","TEX","","","1","","","","","1625","",""
"2307","Peter Solomon","29","MLB","CHC","","","2","","1988","","","1263","",""
"2308","Eric Hammond","23","A","MIN","","1626.6","5","954","","703","1326","3368","","1782"
"2309","Justin Lange","24","A+","NYY","","","1","","","","","1627","",""
"2310","Christopher Troye","27","AA","BOS","","","2","","678","","","2577","",""
"2311","Josh Maciejewski","30","MLB","MIL","","","2","","1618","","","1639","",""
"2312","Justin Armbruester","27","AAA","NYM","","","2","","1787","","","1471","",""
"2313","Tanner Dodson","29","AAA","ATH","","","2","","1225","","","2034","",""
"2314","Carlos De La Rosa","18","CPX","SFG","","","2","","","","","2157","","1102"
"2315","Luis Arestigueta","20","A","ATL","","1629.5","5","701","1719","","1085","2871","","1772"
"2316","Landen Maroudis","21","A+","TOR","","1631.1","7","979","2108","870","1107","3731","777","1846"
"2317","Gerardo Salas","23","A+","STL","","1631.5","4","","1595","","1219","2435","","1277"
"2318","Shawn Goosenberg","26","AA","CHW","","","1","","","","","1632","",""
"2319","Jordan Geber","26","AAA","NYM","","1633.9","6","1031","2013","759","1386","2831","","1784"
"2320","Nick Biddison","25","AA","LAD","","","1","","","","","1634","",""
"2321","Dominic Freeberger","26","A+","STL","","1634.6","4","","1232","","1397","2809","","1101"
"2322","Angel Hernandez","26","A+","CHC","","","2","","518","","","2752","",""
"2323","Justin Lawson","25","AA","NYM","","","2","","790","","","2480","",""
"2324","Ryan Reed","22","A","SDP","","","1","","","","","1635","",""
"2325","Cody Schrier","23","A+","MIA","","","1","","","","","1636","",""
"2326","Yehizon Sanchez","25","AA","MIN","","1636.5","4","","1820","","1102","2146","","1478"
"2327","Dylan Heid","28","AAA","BAL","","","2","","487","","","2791","",""
"2328","Nolan Santos","25","A+","MIN","","1641.0","6","1020","1797","709","1476","3001","","1843"
"2329","Hunter Gregory","27","AAA","MIN","","","2","","1580","","","1704","",""
"2330","Austin Schulfer","30","AAA","PHI","","","2","","1342","","","1943","",""
"2331","Cruz Noriega","28","AAA","KCR","","","2","","1342","","","1944","",""
"2332","Brian Moran","37","MLB","ATL","","","2","","990","","","2297","",""
"2333","Alec Baker","26","AAA","ARI","","1643.6","4","432","2059","","","2542","","1542"
"2334","Justice Bigbie","27","AA","DET","","","1","","","","","1645","",""
"2335","Logan Gillaspie","29","MLB","SDP","","1645.0","3","","1787","","","1519","","1629"
"2336","Matt King","23","AA","PIT","","","2","","","","1630","1661","",""
"2337","Peyton Havard","24","A","PHI","","1646.0","4","1055","","","1103","3227","","1199"
"2338","Manuel Mercedes","23","AA","SFG","","1647.6","4","","1557","","1051","2430","","1553"
"2339","Denton Biller","21","A","BAL","","1648.5","6","1070","","851","1392","3810","910","1858"
"2340","Nathan Shinn","22","A","STL","","","2","","","","","2333","966",""
"2341","Zach Penrod","29","MLB","LAD","","1651.7","3","","1936","","","1602","","1417"
"2342","Erubiel Armenta","26","AA","PHI","","","1","","","","","1653","",""
"2343","Luis Guerrero","25","MLB","TBR","","1653.3","4","","1302","","1322","2251","","1738"
"2344","MT Morrissey","24","A","PHI","","1653.3","4","","","571","1355","3172","","1515"
"2345","Nathan Hickey","26","AAA","BOS","","","1","","","","","1655","",""
"2346","Tyler McLoughlin","23","A","NYM","","1655.3","3","","","","1264","2478","","1224"
"2347","Jake Murray","25","A","MIN","","","2","","","","1379","1933","",""
"2348","Kyle Virbitsky","27","AA","BAL","","","2","","986","","","2329","",""
"2349","Chris Kachmar","29","AAA","BAL","","1657.5","3","1015","1884","","","2074","",""
"2350","Chase Plymell","28","AAA","CHW","","1658.1","4","","1903","832","","2237","","1661"
"2351","Freddy Rodriguez","22","CPX","CHC","","","2","","","","","2907","","414"
"2352","Jake Palisch","27","MLB","CHW","","1662.4","5","1078","1806","671","","2939","","1818"
"2353","Carson Pierce","24","A+","TOR","","1664.0","3","","1099","","1506","2387","",""
"2354","Hudson Leach","24","AAA","HOU","","1664.8","4","","1447","","1500","1879","","1833"
"2355","Javier Gonzalez","20","A","BAL","","","1","","","","","1665","",""
"2356","Valentin Linarez","26","AAA","WSN","","","2","","1202","","","2129","",""
"2357","Kaleb Corbett","24","A+","TBR","","1667.8","5","982","1797","","1211","2915","","1434"
"2358","Erian Rodriguez","24","AA","CHC","","1669.2","6","977","1772","883","1517","2933","","1933"
"2359","Cole Gilley","24","A","PHI","","1669.5","4","998","","","1157","3244","","1279"
"2360","Isaiah Lowe","23","A+","SDP","","1672.2","6","1062","2060","777","1365","2881","","1888"
"2361","Aaron Brown","27","AAA","HOU","","","2","","1889","","","1459","",""
"2362","Morgan McSweeney","28","AAA","MIA","","","2","","1589","","","1761","",""
"2363","Evan Aschenbeck","25","A+","CHC","","","2","","1605","","","1746","",""
"2364","Shane Panzini","24","AAA","KCR","","1675.9","4","","2007","901","1364","2432","",""
"2365","Reiver Camacho","19","CPX","COL","","","1","","","","","1676","",""
"2366","Jose Guedez","24","AA","HOU","","1676.8","4","","1572","","1212","2309","","1614"
"2367","Sam Knowlton","26","A+","ARI","","1677.7","3","","1273","","1535","2225","",""
"2368","Preston Howey","24","A+","DET","","1678.9","5","1027","1762","","1209","2825","","1572"
"2369","Rhett Kouba","26","AAA","HOU","","","2","","1461","","","1899","",""
"2370","Wilkel Hernandez","27","AAA","DET","","","2","","1634","","","1729","",""
"2371","Hale Sims","26","A","CHW","","","2","","497","","","2866","",""
"2372","Jose Fleury","24","AAA","HOU","","1683.5","4","","1706","903","1508","2617","",""
"2373","Cody Roberts","30","AAA","SDP","","","1","","","","","1684","",""
"2374","Helcris Olivarez","25","AAA","BOS","","1685.3","4","","1312","","1510","1993","","1926"
"2375","Anthony Susac","23","AA","TEX","","1685.6","4","","1586","","1057","2632","","1468"
"2376","Manuel Olivares","24","A","COL","","1686.4","5","966","1768","","1280","3132","","1286"
"2377","Gabriel Sosa","25","AAA","SEA","","1686.7","3","","1816","","1523","1721","",""
"2378","Larson Kindreich","27","AA","TEX","","","2","","797","","","2578","",""
"2379","Davis Sharpe","26","AA","CLE","","","2","","1362","","","2018","",""
"2380","Zach Greene","29","AAA","NYY","","","1","","","","","1690","",""
"2381","Dylan Carter","24","A","SFG","","1690.3","3","","","","1313","2683","","1075"
"2382","Zach Fogell","25","A+","BOS","","","2","","1071","","","2312","",""
"2383","Brandon Downer","23","A+","BAL","","1691.5","5","1006","1775","","1188","2721","","1768"
"2384","Joey Gartrell","22","A+","BOS","","1691.5","5","964","2013","","1095","2909","","1477"
"2385","Ruben Menes","24","A+","STL","","1692.7","3","","","","1235","3025","","818"
"2386","Wilman Diaz","22","A+","LAD","","","1","","","","","1696","",""
"2387","Edinson Duran","23","AAA","NYY","","","2","","","","1597","1796","",""
"2388","Michael Gomez","29","AAA","STL","","","2","","1478","","","1917","",""
"2389","Adam Falinski","23","A+","MIN","","1699.0","3","","","","1218","2552","","1327"
"2390","Riley Stanford","23","A","TBR","","1700.3","4","","","803","1465","3033","","1500"
"2391","Christian Worley","24","A+","STL","","1701.4","4","","1656","","1190","2778","","1182"
"2392","Tanner Burns","27","AAA","CLE","","","2","","1565","","","1839","",""
"2393","Alan Busenitz","35","MLB","CIN","","","2","","1468","","","1938","",""
"2394","Baron Stuart","26","AAA","WSN","","","2","","1248","","","2160","",""
"2395","Austin Strickland","24","A+","SFG","","1704.5","4","","1411","","1456","2029","","1922"
"2396","Braulio Salas","21","A+","MIA","","1704.6","4","","1743","","981","3252","","843"
"2397","Jackson Dannelley","24","A","WSN","","1705.2","3","","1417","","916","2783","",""
"2398","Brandon Johnson","27","AAA","KCR","","1706.5","3","","1492","","","1958","","1670"
"2399","Jubrayker Salaya","19","CPX","CHC","","","2","","","","","2448","","965"
"2400","Jarrod Cande","26","AA","COL","","","1","","","","","1707","",""
"2401","Andrew Perez","28","AAA","KCR","","","2","","","","","1641","","1779"
"2402","Kevin Rivas","23","A+","CLE","","","1","","","","","1710","",""
"2403","Odarlin Cruz","21","CPX","COL","","","2","","","","","3089","","332"
"2404","Zane Petty","22","A","CLE","","1710.8","5","971","","","1237","3735","930","1681"
"2405","Ben Anderson","28","AAA","TEX","","1710.9","5","1082","2023","856","","2728","","1866"
"2406","Luis Valdez","21","A","KCR","","","1","","","","","1711","",""
"2407","Rordy Mejia","21","A","SDP","","1711.7","3","","","","1137","2690","","1308"
"2408","Franly Urena","22","A","TOR","","1714.3","3","","","","1034","3442","","667"
"2409","Thomas Higgins","23","A","SEA","","","2","","","","1112","2317","",""
"2410","Pedro Da Costa Lemos","23","A+","SEA","","","2","","852","","","2580","",""
"2411","Victor Cabreja","24","A+","PIT","","1716.1","6","719","2057","846","1321","3593","","1761"
"2412","Zach Brzykcy","26","MLB","MIA","","1716.3","3","","1681","","","2262","","1206"
"2413","Chris Rodriguez","27","MLB","ARI","","","2","","1981","","","1453","",""
