#,Name,Age,Level,Team,Pos,Avg Rank,Coverage,Consensus,BaGS,FScore,PG+,PLFR,OOPSY Peak,PARS,P.Tilt,LFX
"1502","Jordan Sprinkle","25","AA","CHW","LF","1262.8","7","Split","1174","","","1070","2393","","",""
"1503","Rodolfo Duran","28","MLB","SDP","C","","3","","1432","","","","886","","",""
"1504","Brody Moore","25","AAA","STL","2B","1263.8","6","Split","1019","","","1106","2493","","",""
"1505","Yirer Garcia","20","A","TBR","C","1265.7","7","Tight","1338","","","1095","1123","","",""
"1506","Kobe Kato","27","AAA","ATL","2B","","1","","","","","","1267","","",""
"1507","Riley Tirotta","27","AAA","TOR","3B","1267.9","4","Moderate","1628","","","","968","","",""
"1508","Mikey Kane","24","A","CHW","3B","","1","","","","","","1268","","",""
"1509","Ezequiel Pena","19","A","CHC","2B","1269.2","5","Moderate","963","","","","1408","","",""
"1510","Raynel Delgado","26","MLB","MIL","3B","1269.2","5","Tight","1179","","","1227","1342","","",""
"1511","Jake Rucker","26","AAA","MIN","2B","1270.7","5","Tight","1475","","","","1071","","",""
"1512","Cameron Decker","22","A+","LAD","1B","1271.3","7","Moderate","1032","","","1126","1880","","",""
"1513","Luis Almeyda","20","A","BAL","3B","1271.9","6","Split","1444","","","1362","1473","","",""
"1514","Jacob Burke","25","AA","CHW","CF","1272.0","7","Moderate","1231","","","1166","1670","","",""
"1515","George Bilecki","22","A","SDP","RF","1272.2","6","Split","1353","","","1323","2097","","",""
"1516","Eric Rataczak","25","AA","MIA","RF","","2","","","","","","1662","","",""
"1517","Justice Bigbie","27","AAA","DET","RF","1273.3","4","Tight","1371","","","","1378","","",""
"1518","Caleb Bartolero","26","AA","LAA","3B","1273.5","5","Moderate","1505","","","","1730","","",""
"1519","Jake Thompson","28","AA","LAA","3B","","3","","1601","","","","1395","","",""
"1520","Michael Hallquist","24","A+","CHC","2B","1275.5","4","Tight","1259","","","1255","1578","","",""
"1521","AJ Soldra","22","A","LAD","LF","1277.0","6","Split","986","","","1324","2102","","",""
"1522","Geuri Lubo","22","A+","CHC","RF","1278.2","6","Moderate","1313","","","814","1674","","",""
"1523","Jesus Galiz","22","A+","LAD","C","1278.6","6","Moderate","1183","","","1086","1735","","",""
"1524","Branden Boissiere","26","AA","WSN","1B","1278.6","5","Split","668","","","","2041","","",""
"1525","Michael Turner","27","AAA","CHW","C","1278.6","4","Tight","1264","","","","1610","","",""
"1526","Juan Tomas","18","CPX","CHC","SS","","1","","","","","","1279","","",""
"1527","Adam Fogel","27","AA","CHW","RF","","3","","1411","","","","1081","","",""
"1528","Blake Wright","24","A+","COL","3B","","2","","","","","","1851","","",""
"1529","Aidan Longwell","24","AA","COL","1B","1280.5","7","Moderate","1045","","","1151","1930","","",""
"1530","Sheng-En Lin","20","CPX","CIN","DH","","1","","","","","","1281","","",""
"1531","Rafhlmil Torres","20","A","CIN","2B","1281.3","7","Tight","954","","","1096","1640","","",""
"1532","Mathieu Vallee","25","AA","TOR","OF","1281.8","5","Tight","1515","","","1048","1125","","",""
"1533","Rhylan Thomas","26","MLB","SEA","RF","1282.6","5","Split","1395","","","1229","1917","","",""
"1534","Teo Banks","22","A+","WSN","CF","1282.7","7","Moderate","1082","","","1200","2229","","",""
"1535","Ryan McCrystal","23","AA","CIN","C","1282.8","7","Split","1048","","","930","2315","","",""
"1536","Juan Baez","21","A+","MIL","3B","1284.6","7","Tight","1318","","","913","1616","","",""
"1537","Mike Antico","28","AAA","COL","LF","1285.0","4","Split","1755","","","","1387","","",""
"1538","Shai Robinson","22","A","MIN","2B","","1","","","","","","1285","","",""
"1539","Austin Machado","25","AA","ATL","C","1285.6","5","Moderate","1560","","","822","867","","",""
"1540","Oswaldo Osorio","21","A","LAD","2B","1285.9","7","Moderate","803","","","1023","2147","","",""
"1541","Jeremy De La Rosa","24","AA","WSN","RF","","1","","","","","","1287","","",""
"1542","Dalton Shuffield","27","AAA","MIN","CF","","1","","","","","","1288","","",""
"1543","Daniel Lopez","20","A","KCR","CF","1289.3","6","Moderate","1422","","","1275","1483","","",""
"1544","Jack Mathey","22","AAA","SDP","C","","1","","","","","","1290","","",""
"1545","PJ Morlando","21","A","MIA","LF","1290.1","7","Tight","916","","","1134","1584","","",""
"1546","Eduardo Lopez","24","A+","PHI","1B","","1","","","","","","1291","","",""
"1547","Kyle Henley","21","A+","CIN","CF","1291.7","7","Split","921","","","724","2175","","",""
"1548","Camden Troyer","23","A+","NYY","RF","1291.8","6","Moderate","1272","","","1137","2077","","",""
"1549","Jeremy Ciriaco","19","A","COL","CF","1293.4","7","Moderate","781","","","942","2154","","",""
"1550","Vincent Perozo","23","AAA","NYM","C","1294.1","7","Split","1193","","","852","2073","","",""
"1551","Felix Morrobel","20","A","LAA","2B","1294.3","6","Tight","1360","","","1262","1355","","",""
"1552","Frederi Montero","19","A","MIL","3B","1294.4","7","Moderate","923","","","961","2000","","",""
"1553","Simon Juan","20","A","NYM","RF","1295.4","7","Moderate","1110","","","1396","1575","","",""
"1554","Rodolfo Nolasco","24","AA","SFG","RF","","1","","","","","","1297","","",""
"1555","Jackson Appel","24","A+","CHW","C","","3","","","","","","1007","","",""
"1556","Raylin Ramos","21","A","BAL","RF","1297.5","7","Moderate","1192","","","1282","1857","","",""
"1557","Agustin Marcano","20","CPX","WSN","C","","1","","","","","","1298","","",""
"1558","Alberto Rios","24","AAA","LAA","C","1298.7","5","Split","1124","","","673","1984","","",""
"1559","Luca Tresh","26","AAA","KCR","C","1298.7","5","Tight","1228","","","","1406","","",""
"1560","Henry Kusiak","25","AAA","MIN","SS","1299.0","6","Moderate","1472","","","908","1660","","",""
"1561","Cristian Jauregui","20","A","PIT","LF","1299.7","6","Tight","1007","","","1147","1619","","",""
"1562","Roderick Flores","19","CPX","MIL","2B","","1","","","","","","1301","","",""
"1563","Sung-Mun Song","29","MLB","SDP","SS","","3","","1710","","","","686","","",""
"1564","Raynerd Ortega","20","A","LAD","2B","","1","","","","","","1304","","",""
"1565","Derik Alcantara","21","A","CHC","LF","1304.2","6","Tight","1603","","","1315","1447","","",""
"1566","Victor Santana","18","A","ARI","3B","","3","","","","","","1141","","",""
"1567","Nikau Pouaka-Grego","21","AA","PHI","2B","1304.9","4","Tight","1201","","","","1085","","",""
"1568","Andrew Jenkins","25","AAA","DET","1B","1306.9","7","Moderate","1221","","","1203","1822","","",""
"1569","Drew Faurot","22","A+","MIA","2B","","3","","1316","","","","894","","",""
"1570","William Lugo","24","AA","NYM","SS","","1","","","","","","1307","","",""
"1571","Brett Auerbach","27","AAA","SFG","2B","","1","","","","","","1308","","",""
"1572","Hemmanuel Rosario","25","AA","HOU","C","","3","","","","","","1106","","",""
"1573","Bralyn Brazoban","19","A","PIT","CF","1308.7","6","Split","746","","","1258","1418","","",""
"1574","Andres Torres","19","CPX","TBR","C","","1","","","","","","1309","","",""
"1575","Austin Gauthier","27","AAA","LAD","2B","1309.1","4","Tight","1532","","","","1346","","",""
"1576","Jose Ramos","23","AAA","SFG","RF","1309.4","7","Moderate","1634","","","1422","1785","","",""
"1577","Matt Rudick","27","AAA","NYM","DH","1309.6","4","Moderate","1626","","","","1482","","",""
"1578","Ricson Gonzalez","21","A+","KCR","C","","3","","","","","","1191","","",""
"1579","Matt Fraizer","28","AAA","BOS","RF","1310.5","4","Split","1606","","","","1531","","",""
"1580","David Mershon","23","AAA","LAA","SS","1310.6","7","Split","1242","","","638","2107","","",""
"1581","Michael Guzman","20","CPX","TEX","3B","","1","","","","","","1311","","",""
"1582","Matt Koperniak","28","AAA","STL","RF","1311.6","4","Moderate","1646","","","","1206","","",""
"1583","Cam Hassert","24","A","COL","1B","1311.8","4","Tight","1269","","","1327","1644","","",""
"1584","Eric Brown Jr.","25","AAA","MIL","2B","1311.9","7","Moderate","1384","","","975","1732","","",""
"1585","Mario Camilletti","27","AAA","CHW","3B","1312.4","4","Tight","1352","","","","1592","","",""
"1586","Jake Reinisch","24","A+","OAK","RF","1313.0","4","Moderate","1293","","","1125","1875","","",""
"1587","Corey Joyce","27","AAA","TEX","2B","1313.4","4","Tight","1583","","","","1111","","",""
"1588","Carson Taylor","27","AAA","SEA","1B","1313.9","4","Moderate","1610","","","","1215","","",""
"1589","Guy Lipscomb","25","AAA","CLE","CF","1314.2","5","Moderate","1407","","","948","1029","","",""
"1590","Jose Monserrate","21","A","MIA","CF","1314.7","6","Tight","1273","","","1197","1498","","",""
"1591","Angel Ramirez","21","A","KCR","LF","1315.2","6","Moderate","1484","","","1216","2052","","",""
"1592","Tucker Mitchell","25","AAA","TEX","C","1315.5","4","Split","710","","","","2051","","",""
"1593","Logan Davidson","28","MLB","LAA","1B","1316.5","4","Moderate","1649","","","","1427","","",""
"1594","Jhoan Peguero","20","CPX","BOS","RF","","1","","","","","","1318","","",""
"1595","Jose Cordova","26","AAA","COL","1B","1318.1","5","Moderate","1543","","","","1522","","",""
"1596","Sir Jamison Jones","20","A","WSN","C","1318.3","6","Moderate","1039","","","1078","1434","","",""
"1597","Jefrey De Los Santos","23","AA","NYM","RF","","1","","","","","","1319","","",""
"1598","Dustin Dickerson","25","AAA","KCR","SS","1320.0","6","Moderate","1248","","","937","1900","","",""
"1599","D'Andre Smith","25","AA","NYM","RF","1320.3","7","Moderate","1451","","","1291","1018","","",""
"1600","Kevin Villavicencio","22","AAA","NYM","3B","1320.7","7","Split","1481","","","806","2212","","",""
"1601","Juan Sulbaran","20","AA","TEX","C","1321.0","5","Moderate","1586","","","1022","762","","",""
"1602","Roinny Aguiar","21","A","PIT","2B","","1","","","","","","1322","","",""
"1603","Brady Cerkownyk","23","A","WSN","C","1324.0","5","Split","1364","","","","2320","","",""
"1604","Isaac Ponce","19","CPX","SDP","C","","1","","","","","","1324","","",""
"1605","Steven Lancia","23","A","CHW","C","1324.0","4","Tight","1383","","","1221","1484","","",""
"1606","Jose Perez","21","AA","BAL","3B","1325.2","6","Tight","1105","","","1363","1467","","",""
"1607","Trey Paige","25","AA","STL","1B","1325.5","7","Split","1301","","","1109","2231","","",""
"1608","Gage Harrelson","22","A+","LAA","RF","1326.8","6","Tight","1108","","","1026","1565","","",""
"1609","Andy Lugo","22","A+","MIN","3B","1327.3","7","Split","1406","","","1094","1020","","",""
"1610","Jose M. Mendoza","18","CPX","CHW","C","","1","","","","","","1328","","",""
"1611","Victor Rodriguez","20","A","LAA","RP","1328.8","6","Moderate","1167","","","1337","1562","","",""
"1612","Jake Bold","22","AA","SDP","C","","2","","","","","","888","","",""
"1613","Jurdrick Profar","19","A","CHW","2B","1329.5","6","Tight","1182","","","1072","1518","","",""
"1614","Paul Witt","28","AAA","WSN","2B","","1","","","","","","1338","","",""
"1615","Landyn Vidourek","22","A","COL","RF","1338.9","7","Split","1414","","","1409","2149","","",""
"1616","Canyon Brown","22","AA","KCR","C","1339.0","7","Moderate","1029","","","997","1542","","",""
"1617","Ryan Daniels","22","A","MIN","LF","","1","","","","","","1339","","",""
"1618","Julio Carreras","26","AAA","CIN","2B","1339.6","6","Split","1373","","","1175","2120","","",""
"1619","Nick Peoples","21","A","WSN","RF","1340.1","7","Tight","1237","","","1347","1765","","",""
"1620","Max Ferguson","26","AAA","BOS","2B","1340.8","5","Moderate","1367","","","","1833","","",""
"1621","Justin Wishkoski","25","AA","SFG","1B","","1","","","","","","1341","","",""
"1622","Theo Hardy","24","AAA","TEX","SS","1341.2","7","Moderate","1503","","","1014","1593","","",""
"1623","Edgardo Figueroa","18","CPX","WSN","C","","1","","","","","","1343","","",""
"1624","Jacob Hurtubise","28","MLB","SEA","LF","1345.1","4","Tight","1673","","","","1270","","",""
"1625","Brennan Orf","24","A+","TOR","1B","1346.8","6","Moderate","1238","","","1279","1667","","",""
"1626","Fraymi De Leon","21","AA","BOS","2B","","1","","","","","","1347","","",""
"1627","Konni Durschlag","24","CPX","SEA","CF","","1","","","","","","1348","","",""
"1628","Luis Sanchez","22","AAA","ATL","3B","1348.2","6","Moderate","1342","","","962","1779","","",""
"1629","Kamren James","26","AA","TBR","LF","1349.9","6","Moderate","1358","","","1117","1967","","",""
"1630","Jacob Wetzel","26","A+","TOR","RF","","1","","","","","","1350","","",""
"1631","Luis Chevalier","24","AA","KCR","3B","","1","","","","","","1351","","",""
"1632","Tyler Pettorini","23","A+","PHI","2B","1351.0","6","Split","1563","","","1202","2455","","",""
"1633","Hayden Cantrelle","27","AAA","CHC","2B","1351.9","4","Tight","1642","","","","1527","","",""
"1634","Vance Honeycutt","23","A+","BAL","CF","1352.2","7","Split","1261","","","1194","2131","","",""
"1635","Riley Nelson","22","A","CLE","1B","1352.3","6","Moderate","1438","","","1177","1743","","",""
"1636","Jack Costello","25","A+","SDP","1B","1354.2","7","Moderate","1604","","","1335","1949","","",""
"1637","Maui Ahuna","24","AA","SFG","SS","1354.2","7","Moderate","1136","","","1065","2158","","",""
"1638","Matt Klein","22","A","COL","C","1356.0","6","Moderate","1209","","","1245","1980","","",""
"1639","Cesar Salazar","30","MLB","HOU","C","","3","","","","","","1353","","",""
"1640","Nomar Diaz","22","A","SFG","C","","1","","","","","","1357","","",""
"1641","Heriberto Rincon","20","A+","NYM","CF","1358.0","4","Moderate","","","","","1663","","",""
"1642","Mayki De La Rosa","18","CPX","ARI","LF","","2","","","","","","1583","","",""
"1643","Jack Blomgren","27","AA","HOU","SS","","1","","","","","","1359","","",""
"1644","Joshua Mears","25","AA","SDP","RF","","2","","","","","","722","","",""
"1645","Colin Houck","21","A+","NYM","SS","1360.1","7","Split","1010","","","1257","1957","","",""
"1646","Nathan Martorella","25","AAA","MIA","1B","1360.8","6","Moderate","1343","","","1199","732","","",""
"1647","Austin St. Laurent","23","A+","SEA","SS","1361.3","7","Moderate","1320","","","1299","2030","","",""
"1648","Thomas Gavello","25","AAA","SFG","3B","1362.1","7","Tight","1262","","","960","1409","","",""
"1649","Enmanuel Bonilla","20","A","TOR","CF","1363.2","6","Moderate","853","","","1213","2081","","",""
"1650","Jordan Rich","19","CPX","CHW","CF","","1","","","","","","1364","","",""
"1651","Logun Clark","23","A+","CLE","C","1364.0","7","Moderate","1416","","","820","2115","","",""
"1652","Mason McCoy","31","MLB","SDP","SS","","3","","","","","","2397","","",""
"1653","Austin Hendrick","25","AAA","CIN","RF","1364.1","7","Tight","1212","","","1154","1723","","",""
"1654","Dasan Brown","24","AAA","TOR","CF","1364.7","6","Moderate","1448","","","1239","980","","",""
"1655","Josh Hood","25","AA","SEA","SS","1364.8","6","Moderate","1234","","","1272","1253","","",""
"1656","Marcus Brown","24","AAA","HOU","2B","1365.6","7","Moderate","1354","","","928","2189","","",""
"1657","Abraham Bastidas","19","CPX","SDP","2B","","1","","","","","","1366","","",""
"1658","Braden Barry","24","AAA","TOR","CF","","1","","","","","","1367","","",""
"1659","Kenny Castillo","22","A+","ARI","C","1367.4","7","Split","900","","","1098","2322","","",""
"1660","Nate Baez","25","AA","BOS","C","1367.6","7","Tight","1387","","","1189","1474","","",""
"1661","Ben Cowles","26","AAA","CHW","SS","1368.4","5","Moderate","1356","","","","1666","","",""
"1662","Caleb Ketchup","24","AAA","LAA","LF","","1","","","","","","1369","","",""
"1663","Heriberto Caraballo","21","A+","STL","C","1369.6","7","Moderate","1016","","","775","2019","","",""
"1664","Carlos Matias","19","CPX","TBR","LF","","2","","","","","","1597","","",""
"1665","Christian Martin","23","A+","STL","2B","1370.5","7","Split","1471","","","1173","2201","","",""
"1666","Owen Cobb","25","AAA","NYY","2B","1371.6","7","Moderate","1507","","","947","2138","","",""
"1667","Kyle West","23","A+","NYY","1B","1371.7","6","Moderate","1171","","","1320","1992","","",""
"1668","Jeron Williams","25","AA","HOU","SS","1372.1","6","Split","1436","","","1144","1770","","",""
"1669","Luis Vazquez","26","MLB","BAL","3B","1372.1","5","Tight","1437","","","1379","1386","","",""
"1670","Everett Cooper III","22","A","WSN","2B","","2","","","","","","1888","","",""
"1671","Fernando Gonzalez","24","AAA","SFG","C","1375.5","6","Moderate","1695","","","1416","882","","",""
"1672","Daniel Silva","21","CPX","NYM","1B","","1","","","","","","1377","","",""
"1673","Graysen Tarlow","24","AA","STL","C","1377.2","7","Moderate","1235","","","1062","2087","","",""
"1674","Arxy Hernandez","22","A+","CHW","3B","1378.1","7","Split","1363","","","1231","2333","","",""
"1675","Jordan Viars","22","A+","PHI","1B","","1","","","","","","1380","","",""
"1676","P.J. Hilson","25","AAA","PIT","CF","1380.0","7","Moderate","1482","","","1345","1728","","",""
